experiment_id,gen_id,gen_fit_max,gen_gain_max,overall_fit_max,overall_gain_max,fit_mean,fit_var,fit_std,gain_mean,gain_var,gain_std
8,5,66.002571,-40.000000,66.002571,-40.000000,43.331127,458.259906,21.407006,-92.300000,2621.710000,51.202637
8,6,61.687650,-50.000000,66.002571,-40.000000,39.720491,512.731470,22.643575,-100.100000,2830.990000,53.207048
8,7,66.186663,-40.000000,66.186663,-40.000000,41.736860,468.428355,21.643206,-95.500000,2586.750000,50.860102
8,8,66.186663,-40.000000,66.186663,-40.000000,46.209681,327.436566,18.095208,-85.100000,1844.990000,42.953347
8,9,66.243987,-40.000000,66.243987,-40.000000,44.743574,455.448747,21.341245,-89.800000,2745.960000,52.401908
8,10,61.751815,-50.000000,66.243987,-40.000000,47.693009,383.554305,19.584542,-81.500000,2026.750000,45.019440
8,11,61.751815,-50.000000,66.243987,-40.000000,41.544691,529.700497,23.015223,-96.700000,3030.110000,55.046435
8,12,65.993562,-40.000000,66.243987,-40.000000,44.880801,427.326218,20.671870,-88.500000,2408.750000,49.079018
8,13,66.000445,-40.000000,66.243987,-40.000000,45.533298,429.913614,20.734358,-87.900000,2598.590000,50.976367
8,14,75.585467,-14.000000,75.585467,-14.000000,44.635606,469.772617,21.674239,-88.080000,2634.793600,51.330241
8,15,75.585467,-14.000000,75.585467,-14.000000,45.518899,398.534563,19.963330,-86.280000,2139.681600,46.256692
8,16,75.585467,-14.000000,75.585467,-14.000000,43.621403,489.618321,22.127321,-91.880000,2847.985600,53.366521
8,17,75.585467,-14.000000,75.585467,-14.000000,39.610007,417.570419,20.434540,-99.340000,2185.524400,46.749593
8,18,75.585467,-14.000000,75.585467,-14.000000,43.864895,593.530089,24.362473,-90.820000,3259.527600,57.092273
8,19,71.796500,-4.000000,75.585467,-14.000000,52.249677,324.888458,18.024663,-70.760000,2017.102400,44.912163
8,20,71.621371,-12.000000,75.585467,-14.000000,47.322728,383.616667,19.586135,-82.920000,2211.713600,47.028859
8,21,71.334220,-18.000000,75.585467,-14.000000,52.440874,270.263616,16.439696,-70.240000,1690.902400,41.120584
8,22,71.334220,-18.000000,75.585467,-14.000000,45.773353,489.936369,22.134506,-84.520000,2763.809600,52.571947
8,23,71.334220,-18.000000,75.585467,-14.000000,52.659349,216.771047,14.723147,-70.100000,1213.070000,34.829154
8,24,71.046025,-20.000000,75.585467,-14.000000,56.406165,186.897536,13.671047,-60.800000,985.360000,31.390444
8,25,71.046025,-20.000000,75.585467,-14.000000,47.374597,463.434768,21.527535,-81.600000,2479.440000,49.793976
8,26,76.971939,14.000000,76.971939,14.000000,47.862237,425.247206,20.621523,-80.220000,2401.671600,49.006853
8,27,76.971939,14.000000,76.971939,14.000000,38.209544,599.326041,24.481136,-103.600000,3492.800000,59.099915
